word,level,difficulty,meaning_zh,pos,topic,example,example_zh,parts_json,note,is_basic,accepted,source
uniform,KET,2,制服；校服,n.,衣服与购物,We wear a uniform at school.,我们在学校穿校服。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
size,KET,2,尺寸,n.,衣服与购物,Do you have this in a smaller size?,这件有小一点的尺码吗？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
price,KET,2,价格,n.,衣服与购物,The price is on the box.,价格标在箱子上。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
expensive,KET,3,昂贵的,adj.,衣服与购物,That bike is too expensive.,那辆自行车太贵了。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
cheap,KET,1,便宜的,adj.,衣服与购物,This small notebook is cheap.,这本小笔记本很便宜。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
comfortable,KET,3,舒适的,adj.,衣服与购物,These shoes are comfortable.,这双鞋很舒服。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
fashion,KET,3,时尚,n.,衣服与购物,She likes reading about fashion.,她喜欢阅读时尚方面的内容。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
receipt,KET,3,收据,n.,衣服与购物,Keep the receipt for your shoes.,保留买鞋的收据。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
cash,KET,2,现金,n.,衣服与购物,Can I pay in cash?,我可以用现金支付吗？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
cost,KET,2,花费；费用,v.; n.,衣服与购物,How much does this book cost?,这本书多少钱？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
choose,KET,2,选择,v.,衣服与购物,You can choose one colour.,你可以选一种颜色。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
beautiful,KET,1,美丽的,adj.,描述与比较,The lake looks beautiful at sunset.,日落时湖泊看起来很美。,"[{""text"": ""beauty"", ""kind"": ""root"", ""meaning"": ""美""}, {""text"": ""-ful"", ""kind"": ""suffix"", ""meaning"": ""有……特征的；充满……的"", ""story"": ""-ful 可以追溯到古英语中表示“满的”的 full。如今它常表示具有某种特征；作后缀时只写一个 l。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ful""}]",beauty 的 y 变 i 后接 -ful：beautiful。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
wonderful,KET,2,精彩的；极好的,adj.,描述与比较,We had a wonderful afternoon.,我们度过了一个美好的下午。,"[{""text"": ""wonder"", ""kind"": ""root"", ""meaning"": ""惊奇""}, {""text"": ""-ful"", ""kind"": ""suffix"", ""meaning"": ""有……特征的；充满……的"", ""story"": ""-ful 可以追溯到古英语中表示“满的”的 full。如今它常表示具有某种特征；作后缀时只写一个 l。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ful""}]",接上 -ful，常表示具有这个词基描述的特征。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
useful,KET,1,有用的,adj.,描述与比较,A map is useful in a new town.,地图在陌生的城镇里很有用。,"[{""text"": ""use"", ""kind"": ""root"", ""meaning"": ""用处""}, {""text"": ""-ful"", ""kind"": ""suffix"", ""meaning"": ""有……特征的；充满……的"", ""story"": ""-ful 可以追溯到古英语中表示“满的”的 full。如今它常表示具有某种特征；作后缀时只写一个 l。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ful""}]",接上 -ful，常表示具有这个词基描述的特征。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
different,KET,1,不同的,adj.,描述与比较,We have different ideas.,我们有不同的想法。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
difficult,KET,1,困难的,adj.,描述与比较,This question is difficult.,这个问题很难。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
important,KET,1,重要的,adj.,描述与比较,It is important to listen.,倾听很重要。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
possible,KET,3,可能的,adj.,描述与比较,Is it possible to walk there?,可以步行到那里吗？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
impossible,KET,3,不可能的,adj.,描述与比较,It is impossible to finish in a minute.,不可能在一分钟内完成。,"[{""text"": ""im-"", ""kind"": ""prefix"", ""meaning"": ""不；非""}, {""text"": ""possible"", ""kind"": ""root"", ""meaning"": ""可能的""}]",否定前缀 in- 在 possible 的 p 前写成 im-。不要把所有以 im 开头的词都按这个规则拆分。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
unusual,KET,3,不寻常的,adj.,描述与比较,What an unusual colour!,多么不寻常的颜色！,"[{""text"": ""un-"", ""kind"": ""prefix"", ""meaning"": ""不；非"", ""story"": ""表示否定的 un- 在古英语中就已存在，意思是“不”。给形容词加上它，常能把意思转向相反的一边。"", ""source"": ""https://www.merriam-webster.com/dictionary/un-""}, {""text"": ""usual"", ""kind"": ""root"", ""meaning"": ""通常的""}]",先说出词基的意思，再想一想加上否定前缀后发生了什么变化。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
usual,KET,2,通常的,adj.,描述与比较,We meet at the usual place.,我们在老地方见面。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
dangerous,KET,3,危险的,adj.,描述与比较,It is dangerous to run here.,在这里跑很危险。,"[{""text"": ""danger"", ""kind"": ""root"", ""meaning"": ""危险""}, {""text"": ""-ous"", ""kind"": ""suffix"", ""meaning"": ""有……性质的""}]",danger + -ous，把危险这个名词变成描述事物的形容词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
safe,KET,1,安全的,adj.,描述与比较,This is a safe place to cross.,这是个安全的过马路地点。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
heavy,KET,1,重的,adj.,描述与比较,This bag is too heavy for me.,这个包对我来说太重了。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
light,KET,1,轻的,adj.,描述与比较,My new backpack is light.,我的新背包很轻。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
soft,KET,1,柔软的,adj.,描述与比较,The blanket feels soft.,这条毯子摸起来很柔软。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
hard,KET,1,硬的；困难的,adj.,描述与比较,The floor is hard.,地板很硬。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
wide,KET,2,宽的,adj.,描述与比较,The river is wide here.,这里的河很宽。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
empty,KET,1,空的,adj.,描述与比较,My water bottle is empty.,我的水瓶空了。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
full,KET,1,满的,adj.,描述与比较,The bus is full.,公共汽车满员了。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
enough,KET,1,足够的；足够,det.; adv.,描述与比较,We have enough chairs.,我们有足够的椅子。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
several,KET,2,几个；数个,det.,描述与比较,I have several ideas.,我有几个想法。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
excellent,KET,3,优秀的；极好的,adj.,描述与比较,That is an excellent answer.,那个答案很棒。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
famous,KET,2,著名的,adj.,描述与比较,This town is famous for cheese.,这座小镇以奶酪闻名。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
popular,KET,2,受欢迎的,adj.,描述与比较,This game is popular at school.,这个游戏在学校很受欢迎。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
special,KET,2,特别的,adj.,描述与比较,Today is a special day.,今天是特别的一天。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
borrow,KET,1,借入,v.,动作与表达,May I borrow your ruler?,我可以借你的尺子吗？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
lend,KET,1,借出,v.,动作与表达,Can you lend me a pencil?,你能借我一支铅笔吗？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
bring,KET,1,带来,v.,动作与表达,Bring your favourite book tomorrow.,明天带来你最喜欢的书。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
carry,KET,1,携带；搬运,v.,动作与表达,I can carry the small box.,我能搬这个小箱子。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
build,KET,1,建造,v.,动作与表达,We build a bridge from paper.,我们用纸搭一座桥。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
decide,KET,2,决定,v.,动作与表达,We decide to walk home.,我们决定走路回家。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
describe,KET,3,描述,v.,动作与表达,Describe your favourite animal.,描述你最喜欢的动物。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
discover,KET,3,发现,v.,动作与表达,We discover a small path.,我们发现了一条小路。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
finish,KET,1,完成,v.,动作与表达,Finish your picture before lunch.,午饭前完成你的画。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
happen,KET,2,发生,v.,动作与表达,What will happen next?,接下来会发生什么？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
improve,KET,3,改进；提高,v.,动作与表达,Practice can improve your spelling.,练习能提高你的拼写能力。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
prepare,KET,3,准备,v.,动作与表达,Let's prepare our lunch.,我们准备午饭吧。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
receive,KET,3,收到,v.,动作与表达,I receive a letter from my cousin.,我收到了表哥的一封信。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
repeat,KET,3,重复,v.,动作与表达,Please repeat the last sentence.,请重复最后一句话。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
suggest,KET,3,建议,v.,动作与表达,I suggest a game after lunch.,我建议午饭后玩个游戏。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
agree,KET,2,同意,v.,动作与表达,I agree with your idea.,我同意你的想法。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
believe,KET,2,相信,v.,动作与表达,I believe you can do it.,我相信你能做到。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
hope,KET,2,希望,v.; n.,动作与表达,I hope you enjoy the book.,我希望你喜欢这本书。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
prefer,KET,3,更喜欢,v.,动作与表达,I prefer tea to coffee.,比起咖啡我更喜欢茶。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
enjoy,KET,1,喜欢；享受,v.,动作与表达,We enjoy walking in the park.,我们喜欢在公园散步。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
need,KET,1,需要,v.; n.,动作与表达,We need a bigger table.,我们需要一张更大的桌子。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
offer,KET,2,提供；提议,v.; n.,动作与表达,Can I offer you some water?,我给你倒点水好吗？,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
order,KET,2,点餐；订购,v.; n.,动作与表达,I order some soup for lunch.,我午饭点了一份汤。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
share,KET,1,分享,v.,动作与表达,Let's share these biscuits.,我们分享这些饼干吧。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
thank,KET,1,感谢,v.,动作与表达,I want to thank you for helping.,我想感谢你的帮助。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
welcome,KET,1,欢迎；受欢迎的,v.; adj.,动作与表达,We welcome the new students.,我们欢迎新同学。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
weekend,KET,1,周末,n.,时间与方式,We go hiking at the weekend.,我们周末去徒步。,"[{""text"": ""week"", ""kind"": ""compound"", ""meaning"": ""周""}, {""text"": ""end"", ""kind"": ""compound"", ""meaning"": ""末尾""}]",这是现代英语中可以辨认的合成成分。把两个意思连起来理解，再用例句确认完整词义。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
weekday,KET,2,工作日,n.,时间与方式,I get up early on a weekday.,我工作日早起。,"[{""text"": ""week"", ""kind"": ""compound"", ""meaning"": ""周""}, {""text"": ""day"", ""kind"": ""compound"", ""meaning"": ""天""}]",这是现代英语中可以辨认的合成成分。把两个意思连起来理解，再用例句确认完整词义。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
midnight,KET,2,午夜,n.,时间与方式,The train arrives at midnight.,火车午夜到达。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
afternoon,KET,1,下午,n.,时间与方式,We have art in the afternoon.,我们下午上美术课。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
evening,KET,1,傍晚；晚上,n.,时间与方式,I read in the evening.,我晚上看书。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
yesterday,KET,1,昨天,adv.; n.,时间与方式,We visited the zoo yesterday.,我们昨天去了动物园。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
tomorrow,KET,1,明天,adv.; n.,时间与方式,I will call you tomorrow.,我明天给你打电话。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
already,KET,2,已经,adv.,时间与方式,I have already finished my lunch.,我已经吃完了午饭。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
soon,KET,1,很快；不久,adv.,时间与方式,The bus will arrive soon.,公共汽车很快就到。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
later,KET,1,稍后；后来,adv.,时间与方式,See you later.,一会儿见。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
usually,KET,1,通常,adv.,时间与方式,I usually walk to school.,我通常走路上学。,"[{""text"": ""usual"", ""kind"": ""root"", ""meaning"": ""通常的""}, {""text"": ""-ly"", ""kind"": ""suffix"", ""meaning"": ""以……的方式（构成副词）""}]",这里的 -ly 把形容词变成副词，用来说明动作如何发生。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
sometimes,KET,1,有时,adv.,时间与方式,We sometimes eat outside.,我们有时在外面吃饭。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
never,KET,1,从不,adv.,时间与方式,I never leave my bike unlocked.,我从不让自行车不上锁。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
quickly,KET,1,迅速地,adv.,时间与方式,She finds the answer quickly.,她很快找到了答案。,"[{""text"": ""quick"", ""kind"": ""root"", ""meaning"": ""快的""}, {""text"": ""-ly"", ""kind"": ""suffix"", ""meaning"": ""以……的方式（构成副词）""}]",这里的 -ly 把形容词变成副词，用来说明动作如何发生。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
slowly,KET,1,缓慢地,adv.,时间与方式,Read the sentence slowly.,慢慢读这个句子。,"[{""text"": ""slow"", ""kind"": ""root"", ""meaning"": ""慢的""}, {""text"": ""-ly"", ""kind"": ""suffix"", ""meaning"": ""以……的方式（构成副词）""}]",这里的 -ly 把形容词变成副词，用来说明动作如何发生。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
carefully,KET,2,仔细地；小心地,adv.,时间与方式,Listen carefully to the teacher.,仔细听老师讲。,"[{""text"": ""careful"", ""kind"": ""root"", ""meaning"": ""仔细的""}, {""text"": ""-ly"", ""kind"": ""suffix"", ""meaning"": ""以……的方式（构成副词）""}]",这里的 -ly 把形容词变成副词，用来说明动作如何发生。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
suddenly,KET,3,突然,adv.,时间与方式,Suddenly the lights go out.,灯突然熄灭了。,"[{""text"": ""sudden"", ""kind"": ""root"", ""meaning"": ""突然的""}, {""text"": ""-ly"", ""kind"": ""suffix"", ""meaning"": ""以……的方式（构成副词）""}]",这里的 -ly 把形容词变成副词，用来说明动作如何发生。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
probably,KET,3,大概；很可能,adv.,时间与方式,It will probably rain tonight.,今晚很可能下雨。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
perhaps,KET,2,也许,adv.,时间与方式,Perhaps we can try again.,也许我们可以再试一次。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
especially,KET,3,尤其,adv.,时间与方式,"I like fruit, especially grapes.",我喜欢水果尤其是葡萄。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
computer,KET,1,电脑,n.,科技与信息,Our computer is on the desk.,我们的电脑在桌上。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
keyboard,KET,1,键盘,n.,科技与信息,This keyboard is very quiet.,这个键盘很安静。,"[{""text"": ""key"", ""kind"": ""compound"", ""meaning"": ""按键""}, {""text"": ""board"", ""kind"": ""compound"", ""meaning"": ""板""}]",这是现代英语中可以辨认的合成成分。把两个意思连起来理解，再用例句确认完整词义。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
screen,KET,1,屏幕,n.,科技与信息,The answer appears on the screen.,答案出现在屏幕上。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
printer,KET,1,打印机,n.,科技与信息,The printer needs more paper.,打印机需要更多纸。,"[{""text"": ""print"", ""kind"": ""root"", ""meaning"": ""打印""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人；比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",动作词 + -er，表示做这件事的人；printer 在本课指执行打印动作的机器。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
website,KET,2,网站,n.,科技与信息,The school website has new photos.,学校网站有新照片。,"[{""text"": ""web"", ""kind"": ""compound"", ""meaning"": ""网络""}, {""text"": ""site"", ""kind"": ""compound"", ""meaning"": ""站点""}]",这是现代英语中可以辨认的合成成分。把两个意思连起来理解，再用例句确认完整词义。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
password,KET,2,密码,n.,科技与信息,Keep your password private.,保护好你的密码。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
download,KET,2,下载,v.; n.,科技与信息,You can download the worksheet.,你可以下载练习卷。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
upload,KET,2,上传,v.; n.,科技与信息,I upload a photo of my painting.,我上传了一张画作的照片。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
message,KET,2,消息,n.,科技与信息,I leave a message for my friend.,我给朋友留了条消息。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
information,KET,3,信息,n.,科技与信息,The notice gives us useful information.,通知给了我们有用的信息。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
instructions,KET,3,指示；说明,n. pl.,科技与信息,Read the instructions before you start.,开始前阅读说明。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
advertisement,KET,3,广告,n.,科技与信息,The advertisement shows a new bike.,这则广告展示了一辆新自行车。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
magazine,KET,2,杂志,n.,科技与信息,This magazine is about animals.,这本杂志是关于动物的。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
newspaper,KET,2,报纸,n.,科技与信息,Grandpa reads the newspaper after breakfast.,爷爷早饭后读报纸。,"[{""text"": ""news"", ""kind"": ""compound"", ""meaning"": ""新闻""}, {""text"": ""paper"", ""kind"": ""compound"", ""meaning"": ""纸；报纸""}]",这是现代英语中可以辨认的合成成分。把两个意思连起来理解，再用例句确认完整词义。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
photograph,KET,3,照片；拍照,n.; v.,科技与信息,This photograph shows our old house.,这张照片上是我们的老房子。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
camera,KET,1,照相机,n.,科技与信息,Take your camera on the trip.,旅行时带上你的相机。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
battery,KET,1,电池,n.,科技与信息,My camera needs a new battery.,我的相机需要新电池。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
electric,KET,3,电的；电动的,adj.,科技与信息,My uncle drives an electric car.,我的叔叔开电动汽车。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
machine,KET,3,机器,n.,科技与信息,This machine makes ice cream.,这台机器制作冰淇淋。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
mobile phone,KET,2,手机,n.,科技与信息,Please turn off your mobile phone.,请关掉你的手机。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,cell phone,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf
